a,name,type,foundation,location,products,sector,employee,assets,equity,revenue,profit
http://dbpedia.org/resource/Telexfree,(prev. Common Cents Communications Inc.),http://dbpedia.org/resource/Private_company,2/2/2012,http://dbpedia.org/resource/Massachusetts,99,http://dbpedia.org/resource/Multi-level_marketing,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Telexfree,TelexFree Inc.,http://dbpedia.org/resource/Private_company,2/2/2012,http://dbpedia.org/resource/United_States,99,http://dbpedia.org/resource/Multi-level_marketing,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Telexfree,(prev. Common Cents Communications Inc.),http://dbpedia.org/resource/Private_company,2/2/2012,http://dbpedia.org/resource/Massachusetts,99,http://dbpedia.org/resource/Ponzi_scheme,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Telexfree,TelexFree Inc.,http://dbpedia.org/resource/Private_company,2/2/2012,"http://dbpedia.org/resource/Marlborough,_Massachusetts",99,http://dbpedia.org/resource/Ponzi_scheme,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Telexfree,TelexFree Inc.,http://dbpedia.org/resource/Private_company,2/2/2012,http://dbpedia.org/resource/Massachusetts,99,http://dbpedia.org/resource/Ponzi_scheme,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Telexfree,(prev. Common Cents Communications Inc.),http://dbpedia.org/resource/Private_company,2/2/2012,"http://dbpedia.org/resource/Marlborough,_Massachusetts",99,http://dbpedia.org/resource/Ponzi_scheme,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Telexfree,(prev. Common Cents Communications Inc.),http://dbpedia.org/resource/Private_company,2/2/2012,http://dbpedia.org/resource/United_States,99,http://dbpedia.org/resource/Ponzi_scheme,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Telexfree,TelexFree Inc.,http://dbpedia.org/resource/Private_company,2/2/2012,http://dbpedia.org/resource/United_States,99,http://dbpedia.org/resource/Ponzi_scheme,7,did not disclose,did not disclose,did not disclose,did not disclose
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Oslo,http://dbpedia.org/resource/Health_care,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Norway,http://dbpedia.org/resource/Soy_protein,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Oslo,http://dbpedia.org/resource/Vaccine,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Norway,http://dbpedia.org/resource/Health_care,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Oslo,http://dbpedia.org/resource/Natural_Health_Products,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Norway,http://dbpedia.org/resource/Vaccine,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Oslo,http://dbpedia.org/resource/Soy_protein,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/Bionor_Pharma,Bionor Holding AS,http://dbpedia.org/resource/Aksjeselskap,1/2/1993,http://dbpedia.org/resource/Norway,http://dbpedia.org/resource/Natural_Health_Products,http://dbpedia.org/resource/Biotechnology,18,NOK 253 395 million,NOK 203 320 million,1.09E+08,NOK 49 020 million
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,,3.00E+09,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,,,
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,,3.00E+09,
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,,,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,,3.00E+09,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,,,
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,,,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,,3.00E+09,
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,1.96E+09,3.00E+09,
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,1.96E+09,,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,1.96E+09,,
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,1.96E+09,3.00E+09,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,1.96E+09,,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,1.96E+09,3.00E+09,
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,1.71E+10,1.96E+09,3.00E+09,6.47E+08
http://dbpedia.org/resource/ALMC_hf,ALMC hf.,http://dbpedia.org/resource/Private_company,2010,"Reykjavík, Iceland",http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Bank,32,,1.96E+09,,
http://dbpedia.org/resource/Bumi_Resources,PT Bumi Resources Tbk.,http://dbpedia.org/resource/Publicly_held_company,1973,http://dbpedia.org/resource/Jakarta,"Coal, CBM",http://dbpedia.org/resource/Mining,67,4.47E+09,7.24E+08,4.65E+09,1.03E+08
http://dbpedia.org/resource/Bumi_Resources,PT Bumi Resources Tbk.,http://dbpedia.org/resource/Publicly_held_company,1973,http://dbpedia.org/resource/Indonesia,"Coal, CBM",http://dbpedia.org/resource/Mining,67,4.47E+09,7.24E+08,4.65E+09,1.03E+08
http://dbpedia.org/resource/Azimut_Holding,Azimut Holding S.p.A.,http://dbpedia.org/resource/Società_per_Azioni,9/22/1988,"http://dbpedia.org/resource/Milan,_Italy",Investment management; mutual funds; hedge funds,http://dbpedia.org/resource/Investment,115,1.56E+09,3.93E+08,1.81E+08,9.43E+07
http://dbpedia.org/resource/The_BANK_of_Greenland,GrønlandsBANKEN A/S,http://dbpedia.org/resource/Aktieselskab,1967,http://dbpedia.org/resource/Greenland,"Banking, insurance, investment management",http://dbpedia.org/resource/Financial_services,118,DKK X.X million,DKK X.X million,DKK X.X million,9.04E+07
http://dbpedia.org/resource/The_BANK_of_Greenland,GrønlandsBANKEN A/S,http://dbpedia.org/resource/Aktieselskab,1967,http://dbpedia.org/resource/Nuuk,"Banking, insurance, investment management",http://dbpedia.org/resource/Financial_services,118,DKK X.X million,DKK X.X million,DKK X.X million,9.04E+07
http://dbpedia.org/resource/A._T._Cross_Company,"A.T. Cross Company, LLC",http://dbpedia.org/resource/Limited_liability_company,"in Providence, USA",299,"Fountain, ballpoint, and rollerball pens, mechanical pencils",http://dbpedia.org/resource/Writing_implement,105,1.45E+08,7.25E+07,1.58E+08,6370000
http://dbpedia.org/resource/Veramark_Technologies,"Veramark Technologies, Inc.",Public,Jan-83,"http://dbpedia.org/resource/Henrietta,_New_York",VeraSMART Telecom Expense Management SuiteVeraSMART Call Accounting Software,http://dbpedia.org/resource/Expense_management,95,1.29E+07,442000,1.32E+07,611000
http://dbpedia.org/resource/Allied_Capital,Allied Capital,http://dbpedia.org/resource/Private_Company,1958,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/Leveraged_buyout,http://dbpedia.org/resource/Private_equity,150,2.67E+09,1.20E+09,-2.58E+08,-5.21E+08
http://dbpedia.org/resource/Allied_Capital,Allied Capital,http://dbpedia.org/resource/Private_Company,1958,"http://dbpedia.org/resource/Washington,_DC",http://dbpedia.org/resource/Leveraged_buyout,http://dbpedia.org/resource/Private_equity,150,2.67E+09,1.20E+09,-2.58E+08,-5.21E+08
http://dbpedia.org/resource/Allied_Capital,Allied Capital,http://dbpedia.org/resource/Private_Company,1958,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/Mezzanine_capital,http://dbpedia.org/resource/Private_equity,150,2.67E+09,1.20E+09,-2.58E+08,-5.21E+08
http://dbpedia.org/resource/Allied_Capital,Allied Capital,http://dbpedia.org/resource/Private_Company,1958,"http://dbpedia.org/resource/Washington,_DC",http://dbpedia.org/resource/Mezzanine_capital,http://dbpedia.org/resource/Private_equity,150,2.67E+09,1.20E+09,-2.58E+08,-5.21E+08
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Video_game_industry,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Video_game_industry,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Video_game_industry,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Television_studio,http://dbpedia.org/resource/Video_game_industry,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Collectible_card_game,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Mass_media,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Magazine,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Subsidiary,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",,"¥1,637 million"
http://dbpedia.org/resource/Bushiroad,Bushiroad Inc.,http://dbpedia.org/resource/Kabushiki_gaisha,10/7/2004,"Sumitomo Nakanosakaue Bldg 1-38-1 Chuo, Nakano, Tokyo, Japan",http://dbpedia.org/resource/Promoter_(entertainment),http://dbpedia.org/resource/Entertainment,226,"¥18,23280 billion","¥6,900 million",9.82E+09,"¥1,637 million"
